Nome,Telefone,Endereço,Avaliação,Avaliações,Site,Categoria,Campanha
Barbearia Siqueira,"
(33) 98803-6209","
R. Walter Vilela, 156 - Castanheiras, Gov. Valadares - MG, 35054-775",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia 2L,"
(33) 99100-5646","
R. Mato Grosso, 353 - Lourdes, Gov. Valadares - MG, 35032-300",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barberia Jacob Barber,"
(33) 99972-7454","
237 - Jardim Atalaia, Gov. Valadares - MG, 35042-630",4.7,0,,Barbearia,Barbearia - Governador Valadares
Mister Cut Barbearia,"
(33) 99193-3871","
Av. Oswaldo Pereira da Silva, 144 - Tiradentes, Gov. Valadares - MG, 35040-872",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barber Shop Mestre Valdemas,"
(33) 98439-8712","
R. Israel Pinheiro, 1041 - São Pedro, Gov. Valadares - MG, 35020-220",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Henrique Amaral,"
(33) 98702-6776","
Av. Pecuarista Carlos Machado Rangel, 275 - Castanheiras, Gov. Valadares - MG, 35054-797",4.7,0,,Barbearia,Barbearia - Governador Valadares
Adilson Barbearia número 80 sao Raimundo governador valadares,"
(33) 99950-8503","
R. da Mica, 80 - São Raimundo, Gov. Valadares - MG, 35041-780",4.7,0,,Barbearia,Barbearia - Governador Valadares
BARBEARIA DO BAIANO,"
(33) 98721-3624","
Av. Padre Leonardo Senne, 242 - Altinópolis, Gov. Valadares - MG, 35053-100",4.7,0,https://www.trinks.com/barbearia-baiano,Barbearia,Barbearia - Governador Valadares
Barbearia Maciel,"
(33) 98869-5954","
thiagonogueiramacielthiago@gmail.com - R. Israel Pinheiro, 4366 - Lourdes, Gov. Valadares - MG, 35030-440",4.7,0,,Barbearia,Barbearia - Governador Valadares
Rota 381 barber club,"
(33) 98730-2232","
R. Benjamin Constant, n 238 - Centro, Gov. Valadares - MG, 35010-060",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Muniz Kids,"
(33) 98862-7011","
R. Benjamin Constant, 422 - Centro, Gov. Valadares - MG, 35010-080",4.7,0,https://contate.me/barbearia-muniz,Barbearia,Barbearia - Governador Valadares
The Specialist Barber Shop,"
(33) 98809-1614","
R. Israel Pinheiro, 462 - São Pedro, Gov. Valadares - MG, 35020-220",4.7,0,,Barbearia,Barbearia - Governador Valadares
Caverna barber store,"
(33) 99142-3384","
Rua arthur Foratine 101 Nossa senhora das graças a, Gov. Valadares - MG, 35060-020",4.7,0,https://www.instagram.com/cavernabarberstore?igsh=MWdiZmJoYjB4Z3U5eg==,Barbearia,Barbearia - Governador Valadares
Invictos Barbearia,,"
Av. Ver. Amílton Teodoro Guimarães, 1004 - Altinópolis, Gov. Valadares - MG, 35053-730",4.7,0,,Barbearia,Barbearia - Governador Valadares
GB BARBEARIA,"
(33) 99178-2892","
R. Treze de Maio, 928 - São Paulo, Gov. Valadares - MG, 35030-756",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia - Jeferson Barbershop,"
(33) 3468-0010","
R. Pedro Lessa, 1412 - Vila Bretas, Gov. Valadares - MG, 35045-234",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Nobreak,"
(33) 99121-0973","
R. Peçanha - Gov. Valadares, MG, 35010-161",4.7,0,https://www.instagram.com/nobreak_barbergv?igsh=aHFiejZsNTd0b3F4&utm_source=qr,Barbearia,Barbearia - Governador Valadares
Miranda's barbearia,,"
R. Monte Alto, 262 - Vila dos Montes, Gov. Valadares - MG, 35041-430",4.7,0,,Barbearia,Barbearia - Governador Valadares
Jottapê do corte barbearia,"
(31) 99276-8175","
R. Buenos Aires, 440 - Nova Vila Bretas, Gov. Valadares - MG, 35051-070",4.7,0,,Barbearia,Barbearia - Governador Valadares
Dyego Barber,"
(33) 99991-9689","
Av. do Canal, 175 - Altinópolis, Gov. Valadares - MG, 35053-060",4.7,0,,Barbearia,Barbearia - Governador Valadares
Bruno Barbeiro Gv. (2016),"
(33) 99904-1770","
R. Raimundo Luzia da Silveira, 957 - Vila Isa, Gov. Valadares - MG, 35043-490",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Do Guigui,,"
Av. Coqueiral, 716 - Turmalina, Gov. Valadares - MG, 35052-812",4.7,0,https://instagram.com/barbeariadoguiguii?utm_medium=copy_link,Barbearia,Barbearia - Governador Valadares
Barbearia Free Style,"
(33) 98801-1772","
R. Agripino Ribeiro dos Santos, 357 - Kennedy, Gov. Valadares - MG, 35051-000",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barão Barber Shop,"
(33) 99905-2771","
Rua Suíça, 245 - Grã-Duquesa, Gov. Valadares - MG, 35057-670",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Mariano,"
(33) 98853-1810","
Av. Pres. Tancredo Neves, 659 - Santa Helena, Gov. Valadares - MG, 35060-440",4.7,0,https://www.instagram.com/_barbeariamariano_?igsh=MWVocTJrYTRmZzN2dQ==,Barbearia,Barbearia - Governador Valadares
Barbearia do Branco,,"
Av. Venceslau Braz, 1470 - Santa Rita, Gov. Valadares - MG, 35040-570",4.7,0,,Barbearia,Barbearia - Governador Valadares
El Patron Barbearia,"
(33) 98738-8438","
Av. Pres. Tancredo Neves, 403 - Santa Efigenia, Gov. Valadares - MG, 35060-440",4.7,0,,Barbearia,Barbearia - Governador Valadares
WF BARBEARIA BARBER SHOP,"
(33) 99948-0597","
Av. Lucilia de Abreu Cabral, 20 - Jardim JK, Gov. Valadares - MG, 35046-000",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Marcão,"
(33) 99700-7985","
R. Dr. Marcelo França - Gov. Valadares, MG, 35045-580",4.7,0,https://sites.appbarber.com.br/wame5533997007985,Barbearia,Barbearia - Governador Valadares
Barbearia Lima,"
(33) 98423-5226","
R. Maria Meireles de Almeida, 1267 - Altinópolis, Gov. Valadares - MG, 35053-190",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Juan silva,"
(33) 99810-9431","
R. Rosa Cruz, 338a - Vila do Sol II, Gov. Valadares - MG, 35041-842",4.7,0,https://chat.inbarberapp.com/?id=170e53d5-e480-481d-ba61-aed25b59ab92,Barbearia,Barbearia - Governador Valadares
NOVE3 Barbearia,"
(33) 98764-0060","
Rua Lincoln Byrro, 360 - Lourdes, Gov. Valadares - MG, 35032-610",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia do Vini unid 2 | Protese Capilar e Manutenção,"
(33) 3082-3593","
R. 7 de Setembro, 2097 - Esplanada, Gov. Valadares - MG, 35010-171",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Du Cabelo & Barba,"
(33) 99119-1060","
Av. Lisboa, 820b - Grã-Duquesa, Gov. Valadares - MG, 35057-450",4.7,0,,Cabeleireiro,Barbearia - Governador Valadares
Barbearia Muniz,"
(33) 98862-7011","
R. Caio Martins, 370 - Centro, Gov. Valadares - MG, 35010-080",4.7,0,https://contate.me/barbearia-muniz3,Barbearia,Barbearia - Governador Valadares
Barbearia Central,"
(33) 99948-2287","
R. Quintino Bocaiúva, 876 - Centro, Gov. Valadares - MG, 35010-220",4.7,0,,Barbearia,Barbearia - Governador Valadares
BARBEARIA O BARBA,"
(33) 98822-2998","
AV VEREADOR HAMILTON, Av. Ver. Amílton Teodoro Guimarães, 610 - Altinópolis, Gov. Valadares - MG, 35053-200",4.7,0,,Barbearia,Barbearia - Governador Valadares
De Paulo Barbearia,"
(33) 99936-5189","
R. Afonso Pena, 3441 - Centro, Gov. Valadares - MG, 35010-002",4.7,0,https://instagram.com/edivaldo.barber?igshid=MzRlODBiNWFlZA==,Barbearia,Barbearia - Governador Valadares
Barbearia do Fael Gv,"
(33) 99983-1369","
R. Júlio Ferreira de Almeida, 193 - Lourdes, Gov. Valadares - MG, 35032-280",4.7,0,http://salaodofael.vitrinevirtual.net/,Barbearia,Barbearia - Governador Valadares
Barbearia Disfarce,"
(33) 99804-6131","
Av. Eng. Humberto Tavares das Chagas, 463 A - Jardim Pérola, Gov. Valadares - MG, 35051-180",4.7,0,http://bit.ly/contactBarber,Barbearia,Barbearia - Governador Valadares
Barbearia Simo's,"
(33) 3203-7296","
R. Bezerra de Araújo, 112 - Vila Isa, Gov. Valadares - MG, 35044-030",4.7,0,,Barbearia,Barbearia - Governador Valadares
Roninho Barber Shop,"
(33) 99110-7030","
R. Sabará, 65 - Nova Vila Bretas, Gov. Valadares - MG, 35051-420",4.7,0,,Barbearia,Barbearia - Governador Valadares
Alemão Barber.,"
(33) 98822-7147","
R. Luís Ensch, 428 - Grã-Duquesa, Gov. Valadares - MG, 35057-480",4.7,0,,Cabeleireiro,Barbearia - Governador Valadares
Índio's Barbeary,"
(33) 98452-4741","
Unnamed Road - Castanheiras, Gov. Valadares - MG, 35050-590",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbershop Junior - Barbearia,"
(33) 99849-3579","
R. da Mica, 25 - São Raimundo, Gov. Valadares - MG, 35043-350",4.7,0,https://linkme.bio/barbershopjunior,Barbearia,Barbearia - Governador Valadares
Barbearia Cabelinho,,"
Av. Washington Luís, 1234 - Santa Rita, Gov. Valadares - MG, 35040-494",4.7,0,,Barbearia,Barbearia - Governador Valadares
Gorillaz Barbearia Premium,"
(33) 98452-3668","
R. Treze de Maio, 527 - Lj 08 - São Paulo, Gov. Valadares - MG, 35030-765",4.7,0,,Barbearia,Barbearia - Governador Valadares
Dom Lucas Barbearia,"
(33) 98425-7812","
R. da Mica, 366 - São Raimundo, Gov. Valadares - MG, 35043-350",4.7,0,http://instagram.com/domlucasbarbearia,Barbearia,Barbearia - Governador Valadares
Barbearia Dornelas - Barbeiro - Cabeleireiro,"
(33) 99903-6302","
R. Esmeralda, 2116 - São Raimundo, Gov. Valadares - MG, 35041-820",4.7,0,https://wa.link/wyj148,Cabeleireiro,Barbearia - Governador Valadares
BARBEARIA IMPÉRIO,"
(33) 99707-2205","
R. José Luís Nogueira, 372 - loja 4 - Centro, Gov. Valadares - MG, 35010-190",4.7,0,https://www.instagram.com/barbearia_imperio00?igsh=MWRtZHN5ZDF1MWEwNQ==,Barbearia,Barbearia - Governador Valadares
VS Barbershop,"
(33) 98455-5711","
R. Buenos Aires, 356 - Jardim Pérola, Gov. Valadares - MG, 35051-070",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Freitas - Salão de Beleza Sônia Freitas,"
(33) 99905-7743","
Av. Luíz Gonçalves Lessa, 1265 - Jardim Ipe, Gov. Valadares - MG, 35041-380",4.7,0,https://wa.link/4kyps5,Barbearia,Barbearia - Governador Valadares
Barbearia Jp du corte gv,"
(33) 98880-5558","
Av. Pres. Tancredo Neves, 403 - Carapina, Gov. Valadares - MG, 35060-530",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Pacheco gv,"
(33) 98823-5997","
Rua Vale Formoso, 552 - Jardim Pérola, Gov. Valadares - MG, 35051-782",4.7,0,https://www.goot.com.br/mg/gov-valadares/barbeiros/273/barbearia-pacheco-gv.html,Barbearia,Barbearia - Governador Valadares
Fio Navalha Barbearia,,"
R. Caio Martins, 425 - Centro, Gov. Valadares - MG, 35010-080",4.7,0,,Barbearia,Barbearia - Governador Valadares
CATCHU BARBEARIA,"
(33) 98817-5906","
Av. Minas Gerais, 1791 - Nossa Sra. das Gracas, Gov. Valadares - MG, 35060-360",4.7,0,,Barbearia,Barbearia - Governador Valadares
Tiago's Barbearia,"
(33) 99173-9017","
Av. Venceslau Braz, 2350 - Santa Rita, Gov. Valadares - MG, 35040-570",4.7,0,https://instagram.com/tiagossbarbearia,Barbearia,Barbearia - Governador Valadares
Stillus Barbearia,"
(33) 98863-5614","
R. Olegário Maciel, 705 - Esplanada, Gov. Valadares - MG, 35010-200",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Xande,"
(33) 99137-1554","
Av. Santos Dumont, 1178 - Casa - Lourdes, Gov. Valadares - MG, 35032-460",4.7,0,https://www.facebook.com/XandeSalao/,Barbearia,Barbearia - Governador Valadares
Barbearia Peixoto,"
(33) 99986-8133","
R. Benjamin Constant, 782 - Centro, Gov. Valadares - MG, 35010-060",4.7,0,https://sites.appbarber.com.br/barbeariapeixot-4zm3?service=1039144&fbclid=PAdGRleANTjA9leHRuA2FlbQIxMQABp1FGanLR062esUstlVHYfwNCzSWj_5sAugnmD5JDKQax7sCNboJI4yoLNxk7_aem_94y4nVCZy3o9oWWC4TUoew,Barbearia,Barbearia - Governador Valadares
Barbearia Magalhães,"
(33) 99861-5380","
Av. Venceslau Braz, 1541 - Santa Rita, Gov. Valadares - MG, 35040-570",4.7,0,https://sites.appbarber.com.br/agendamento/barbeariamagalh-c2cg,Barbearia,Barbearia - Governador Valadares
Spa Men Barbershop,"
(33) 99985-5169","
Av. Washington Luís, 1146 - Santa Rita, Gov. Valadares - MG, 35040-560",4.7,0,,Barbearia,Barbearia - Governador Valadares
BARBEARIA KAIRÓS GV,"
(33) 99147-3047","
R. Sabará, 33 - Jardim Pérola, Gov. Valadares - MG, 35051-282",4.7,0,https://sites.appbarber.com.br/barbeariakairos-vpyn,Barbearia,Barbearia - Governador Valadares
BARBEARIA KVANHAQUE,"
(33) 98891-1302","
Antiga AABB, Av. Rio Doce, 1632 - 24 - Ilha dos Araújos, Gov. Valadares - MG, 35020-500",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barber Coast _BarbeariaCosta,"
(33) 99971-8368","
Av. Santos Dumont, n° 900 - Lourdes, Gov. Valadares - MG, 35032-460",4.7,0,http://bit.ly/barbeariacosta,Barbearia,Barbearia - Governador Valadares
Jacson Barber,"
(33) 99873-6923","
R. Israel Pinheiro, 1423 - LJ 2 - Esplanadinha, Gov. Valadares - MG, 35020-220",4.7,0,https://qrco.de/JacsonBarber,Barbearia,Barbearia - Governador Valadares
Barbearia Elite Barber,"
(33) 99922-3995","
R. Nove, 226 - Penha, Gov. Valadares - MG, 35040-720",4.7,0,,Barbearia,Barbearia - Governador Valadares
Shopping Men's Barbearia,"
(33) 3271-7466","
Av. Minas Gerais, 971 - Centro, Gov. Valadares - MG, 35010-151",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Trindade,"
(33) 99975-6529","
R. Mogno, 242 - Santo Agostinho, Gov. Valadares - MG, 35065-019",4.7,0,https://wa.me/553193332148?text=Ol%C3%A1%21%20Eu%20quero%20iniciar%20o%20atendimento%20com%20Barbearia%20Trindade%20-%20c%C3%B3digo%20B37695O,Barbearia,Barbearia - Governador Valadares
HERNANDES BARBEARIA & VISAGISMO,"
(33) 99908-6861","
Av. Pecuarista Carlos Machado Rangel, 519 - Castanheiras, Gov. Valadares - MG, 35054-797",4.7,0,https://www.goot.com.br/mg/gov-valadares/barbeiros/275/barbearia-do-hernandes.html,Barbearia,Barbearia - Governador Valadares
Old Club barbershop (barbearia),"
(33) 98840-5990","
Rua Francisco Caetano Pimentel, 902 - Vila Isa, Gov. Valadares - MG, 35044-110",4.7,0,https://thiagoutsch01.wixsite.com/old-club,Barbearia,Barbearia - Governador Valadares
Barbearia Hollywood Gv,"
(33) 99932-7309","
Rua Pascoal de Souza Lima, 331 - Santa Terezinha, Gov. Valadares - MG, 35030-162",4.7,0,https://www.goot.com.br/mg/gov-valadares/barbeiros/270/barbearia-hollywood-gv.html,Barbearia,Barbearia - Governador Valadares
Barbearia Reis GV,"
(33) 99937-8939","
Av. Eng. Roberto Lassance, 1515 - Vila Isa, Gov. Valadares - MG, 35044-080",4.7,0,https://barbeariareisgv.com.br/,Barbearia,Barbearia - Governador Valadares
Barber shop express Gv,"
(33) 99870-3500","
R. Mal. Floriano, 550 - Centro, Gov. Valadares - MG, 35010-140",4.7,0,https://onelink.to/7h8set,Barbearia,Barbearia - Governador Valadares
Mister Othon Barber Shop,"
(33) 3021-6226","
Rua Graça Aranha, Praça Eusébio Cabral, 212 - Esplanada, Gov. Valadares - MG, 35020-120",4.7,0,https://www.avec.app/mrothon/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcAOJZDBleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacbrdTMrFshuNGsHnnmsXQ3RWwNrTB7iDKT-Kd3p8UFcM-sNXIBPl4hbyTrzQ_aem_91iZIp36A0b_XPQT3iEsWg,Barbearia,Barbearia - Governador Valadares
Barbearia Kadosh,"
(33) 99878-0639","
R. José Luís Nogueira, 553 - Centro, Gov. Valadares - MG, 35010-190",4.7,0,https://wa.me/5533998780639,Barbearia,Barbearia - Governador Valadares
Alcatéia Barber - Centro,,"
R. Israel Pinheiro, 2344 - Centro, Gov. Valadares - MG, 35020-220",4.7,0,http://www.alcateiabarber.com.br/,Barbearia,Barbearia - Governador Valadares
Barbearia Tribal,"
(33) 98831-7678","
Av. Minas Gerais, 1326 - Centro, Gov. Valadares - MG, 35063-019",4.7,0,http://www.facebook.com/barbeariatribalgv,Barbearia,Barbearia - Governador Valadares
Barbearia Chic Sai,"
(38) 99920-8760","
Av. Juscelino Kubitschek, 1263, Gouveia - MG, 39120-000",4.9,0,,,Barbearia - Gouveia
GIAM CARLOS,,"
R. Pref. Efigênio Gomes Pereira, Gouveia - MG, 39120-000",4.9,0,,Barbearia,Barbearia - Gouveia
Mr. Kayque Barber,,"
R. Cmte. Jaír Farias, 463, Gouveia - MG, 39120-000",4.9,0,,Barbearia,Barbearia - Gouveia
Ottone's Barber,"
(38) 99962-7605","
R. Laurindo Ferreira, 580 - Centro, Gouveia - MG, 39120-000",4.9,0,https://ottonesbarber12.booksy.com/,Barbearia,Barbearia - Gouveia
Barbearia Oliveira,"
(33) 99976-2498","
Av. Pres. Kennedy - Gonzaga, MG, 39720-000",5.0,0,https://www.instagram.com/barbearia_oliveira001?igsh=bmhvbTVsbHptZGRq&utm_source=qr,Barbearia,Barbearia - Gonzaga
Du Corte Barbearia,,"
R. Antônio Perpétuo, 639 - Gonzaga, MG, 39720-000",5.0,0,,Barbearia,Barbearia - Gonzaga
Barbearia dias,,"
Praça coronel quincote, N° 70 - Centro, Gonzaga - MG, 39720-000",5.0,0,,Barbearia,Barbearia - Gonzaga
Barbearia santos,"
(33) 99954-8953","
Av. Pres. Kennedy, 119 - Gonzaga, MG, 39720-000",5.0,0,http://api.whatsapp.com/send?1=pt_BR&phone=553399548953,Barbearia,Barbearia - Gonzaga
O RITMO DO ESTILO ( BARBEARIA E STUDIO DANCE ) 🇧🇷,"
(32) 99972-3569","
R. José Francisco Loures, Goianá - MG, 36152-000",5.0,0,,Cabeleireiro,Barbearia - Goianá
Barbearia do Aj,,"
R. João Filgueiras, 90, Goianá - MG, 36152-000",5.0,0,,Barbearia,Barbearia - Goianá
Lc Barber,"
(32) 98445-3994","
R. Carlos Deoti, Goianá - MG, 36152-000",5.0,0,,Barbearia,Barbearia - Goianá
Barbearia do Everson,"
(32) 99803-6440","
R. José Ribeiro de Castro, 29, Goianá - MG, 36152-000",5.0,0,https://www.instagram.com/frankcortesfc/,Barbearia,Barbearia - Goianá
Barbearia Casali,"
(32) 99949-0045","
R. João de Souza Ribeiro, Goianá - MG, 36152-000",5.0,0,https://www.instagram.com/victor.casali?igsh=eTBhbnZjNDE1bTE1,Barbearia,Barbearia - Goianá
SeuBarbeiro,"
(33) 99928-5900","
R. Pinheiro, N° 35 - CENTRO, Goiabeira - MG, 35248-000",4.9,0,,Barbearia,Barbearia - Goiabeira
QG Barbearia Goiabeiras,"
(27) 98119-9674","
av fernando ferrari 1883 goiabeiras - velha, Vitória - ES, 29000-000",4.9,0,http://www.instagram.com/qgbarbearia/,Barbearia,Barbearia - Goiabeira
Studio e barbearia 033,"
(33) 99826-0336","
Praça principal - R. São Sebastião, 50 - Centro, Goiabeira - MG, 35248-000",4.9,0,,Barbearia,Barbearia - Goiabeira
FERREIRA BARBEARIA,"
(33) 99876-5588","
R. Rosa Luísa Ferreira, 35 - Centro, Goiabeira - MG, 35248-000",4.9,0,,Barbearia,Barbearia - Goiabeira
Barber Style3,"
(33) 99841-0910","
R. Monte Castelo - Centro, Goiabeira - MG, 35248-000",4.9,0,,Barbearia,Barbearia - Goiabeira
Barbearia Samuel Corte,"
(11) 91110-1884","
R. Oliveira, 178 - Gameleiras, MG, 39505-000",5.0,0,,Barbearia,Barbearia - Gameleiras
Barbearia teste,"
(38) 99990-2977","
Engenho, Gameleiras - MG, 39505-000",5.0,0,,Barbearia,Barbearia - Gameleiras
RUSTICO'S BARBERSHOP,"
(33) 99946-5104","
Av. Oito de Dezembro - Centro, Galiléia - MG, 35250-000",5.0,0,,,Barbearia - Galiléia
Barbearia Hênio Aguiar,,"
R. Berilo, 259 - Galiléia, MG, 35250-000",5.0,0,,Barbearia,Barbearia - Galiléia
Barbearia do pedrin,"
(31) 98283-6809","
Av. Joaquim Gonçalves Lourenço, Funilândia - MG, 35736-000",5.0,0,,Cabeleireiro,Barbearia - Funilândia
BarbaShop,"
(31) 99494-6848","
Av. Antônio Roberto Júnior, 47 - Centro, Funilândia - MG, 34710-210",5.0,0,https://www.instagram.com/barbashoplojaebarbearia/,Barbearia,Barbearia - Funilândia
Barbearia 5 Star,"
(31) 99545-4182","
R. João André, 41 - Centro, Funilândia - MG, 35736-000",5.0,0,,Barbearia,Barbearia - Funilândia
Barbearia André Luiz,"
(31) 98417-5724","
R. Pedro V Freitas, 13 - Centro, Funilândia - MG, 35736-000",5.0,0,,Barbearia,Barbearia - Funilândia
BARBEARIA DO ALAN,,"
R. Belo Horizonte, 1737 - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
Ricardo Cabeleireiro,"
(34) 99994-9382","
Av. Benjamin Constant, 402 - Frutal, MG, 38200-000",4.9,0,,Cabeleireiro,Barbearia - Frutal
Barbearia Morais,,"
R. Raul José Miziara, 379 - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
BARBEARIA MASTER,"
(34) 98432-8878","
R. Sebastião Jonas Ferreira, 11 - Jardim das Laranjeiras, Frutal - MG, 38204-176",4.9,0,,Barbearia,Barbearia - Frutal
Barbearia FMZ,,"
R. Silvio Romero, 142 - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
Barbearia do Gordin,"
(34) 98421-8281","
R. Sebastião Jonas Ferreira - Frutal, MG, 38204-208",4.9,0,,Barbearia,Barbearia - Frutal
Barbearia do Gordin,,"
R. Sebastião Jonas Ferreira - Frutal, MG, 38204-208",4.9,0,,,Barbearia - Frutal
Barbearia do Aldair,"
(34) 99674-2657","
Av. Mal. Deodoro, 388 - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
BARBEARIA DOM DU CORTE,,"
R. Itapagipe, 616 - Nossa Sra. Aparecida, Frutal - MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
Barbearia Mateus,,"
Av. Rio de Janeiro, 2564 - Frutal, MG, 38206-140",4.9,0,,Barbearia,Barbearia - Frutal
Carlos Eduardo barber shop,"
(34) 99707-1291","
R. Castro Alves, 578 - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
BARBEARIA Lopes,,"
R. Arédio Santana de Andrade, 569 - Alto Da Boa Vista, Frutal - MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
Barbearia Jhon Jhon,"
(34) 99651-9145","
Plácido Martins de Menezes, Francisco Cabreira morom, 204, Frutal - MG, 38203-046",4.9,0,,Barbearia,Barbearia - Frutal
Sarayvabarber_,"
(34) 98413-8116","
Av. Mal. Deodoro - Frutal, MG, 38200-000",4.9,0,,Barbearia,Barbearia - Frutal
Devini Barbearia Rivaldo Rodrigues,"
(34) 99812-4405","
Calçadão de Frutal Ao lado da loja MÓVEIS EXTRELA - Praça Rui Barbosa, 23 - Centro, Frutal - MG, 38200-062",4.9,0,,Barbearia,Barbearia - Frutal
